name	name2	group	day	location	trt	window	trt_window	turkey
d7_ic_ther_056	d7_ic_ther_056	d7_ic_ther	7	ic	ther	early	early_ther	T56
d7_ic_ther_057	d7_ic_ther_057	d7_ic_ther	7	ic	ther	early	early_ther	T57
d7_ic_ther_058	d7_ic_ther_058	d7_ic_ther	7	ic	ther	early	early_ther	T58
d7_ic_ther_059	d7_ic_ther_059	d7_ic_ther	7	ic	ther	early	early_ther	T59
d7_ic_ther_060	d7_ic_ther_060	d7_ic_ther	7	ic	ther	early	early_ther	T60
d7_jc_ctrl_031	d7_jc_ctrl_031	d7_jc_ctrl	7	jc	ctrl	early	early_ctrl	T31
d7_jc_ctrl_032	d7_jc_ctrl_032	d7_jc_ctrl	7	jc	ctrl	early	early_ctrl	T32
d7_jc_ctrl_033	d7_jc_ctrl_033	d7_jc_ctrl	7	jc	ctrl	early	early_ctrl	T33
d7_jc_ctrl_034	d7_jc_ctrl_034	d7_jc_ctrl	7	jc	ctrl	early	early_ctrl	T34
d7_jc_ctrl_035	d7_jc_ctrl_035	d7_jc_ctrl	7	jc	ctrl	early	early_ctrl	T35
d7_jc_ctrl_036	d7_jc_ctrl_036	d7_jc_ctrl	7	jc	ctrl	early	early_ctrl	T36
d7_jc_ctrl_037	d7_jc_ctrl_037	d7_jc_ctrl	7	jc	ctrl	early	early_ctrl	T37
d7_jc_ctrl_038	d7_jc_ctrl_038	d7_jc_ctrl	7	jc	ctrl	early	early_ctrl	T38
d7_jc_ctrl_039	d7_jc_ctrl_039	d7_jc_ctrl	7	jc	ctrl	early	early_ctrl	T39
d7_jc_ctrl_040	d7_jc_ctrl_040	d7_jc_ctrl	7	jc	ctrl	early	early_ctrl	T40
d7_jc_sub_041	d7_jc_sub_041	d7_jc_sub	7	jc	sub	early	early_sub	T41
d7_jc_sub_042	d7_jc_sub_042	d7_jc_sub	7	jc	sub	early	early_sub	T42
d7_jc_sub_043	d7_jc_sub_043	d7_jc_sub	7	jc	sub	early	early_sub	T43
d7_jc_sub_044	d7_jc_sub_044	d7_jc_sub	7	jc	sub	early	early_sub	T44
d7_jc_sub_045	d7_jc_sub_045	d7_jc_sub	7	jc	sub	early	early_sub	T45
d7_jc_sub_046	d7_jc_sub_046	d7_jc_sub	7	jc	sub	early	early_sub	T46
d7_jc_sub_047	d7_jc_sub_047	d7_jc_sub	7	jc	sub	early	early_sub	T47
d7_jc_sub_048	d7_jc_sub_048	d7_jc_sub	7	jc	sub	early	early_sub	T48
d7_jc_sub_049	d7_jc_sub_049	d7_jc_sub	7	jc	sub	early	early_sub	T49
d7_jc_sub_050	d7_jc_sub_050	d7_jc_sub	7	jc	sub	early	early_sub	T50
d7_jc_ther_051	d7_jc_ther_051	d7_jc_ther	7	jc	ther	early	early_ther	T51
d7_jc_ther_052	d7_jc_ther_052	d7_jc_ther	7	jc	ther	early	early_ther	T52
d7_jc_ther_053	d7_jc_ther_053	d7_jc_ther	7	jc	ther	early	early_ther	T53
d7_jc_ther_054	d7_jc_ther_054	d7_jc_ther	7	jc	ther	early	early_ther	T54
d7_jc_ther_055	d7_jc_ther_055	d7_jc_ther	7	jc	ther	early	early_ther	T55
d7_jc_ther_056	d7_jc_ther_056	d7_jc_ther	7	jc	ther	early	early_ther	T56
d7_jc_ther_057	d7_jc_ther_057	d7_jc_ther	7	jc	ther	early	early_ther	T57
d7_jc_ther_058	d7_jc_ther_058	d7_jc_ther	7	jc	ther	early	early_ther	T58
d7_jc_ther_059	d7_jc_ther_059	d7_jc_ther	7	jc	ther	early	early_ther	T59
d7_jc_ther_060	d7_jc_ther_060	d7_jc_ther	7	jc	ther	early	early_ther	T60
d84-cc-211-ctrl	d84.cc.211.ctrl	d84_cc_ctrl	84	cc	ctrl	withdraw	withdraw_ctrl	T211
d84-cc-212-ctrl	d84.cc.212.ctrl	d84_cc_ctrl	84	cc	ctrl	withdraw	withdraw_ctrl	T212
d84-cc-213-ctrl	d84.cc.213.ctrl	d84_cc_ctrl	84	cc	ctrl	withdraw	withdraw_ctrl	T213
d84-cc-214-ctrl	d84.cc.214.ctrl	d84_cc_ctrl	84	cc	ctrl	withdraw	withdraw_ctrl	T214
d84-cc-215-ctrl	d84.cc.215.ctrl	d84_cc_ctrl	84	cc	ctrl	withdraw	withdraw_ctrl	T215
d84-cc-216-ctrl	d84.cc.216.ctrl	d84_cc_ctrl	84	cc	ctrl	withdraw	withdraw_ctrl	T216
d84-cc-217-ctrl	d84.cc.217.ctrl	d84_cc_ctrl	84	cc	ctrl	withdraw	withdraw_ctrl	T217
d84-cc-218-ctrl	d84.cc.218.ctrl	d84_cc_ctrl	84	cc	ctrl	withdraw	withdraw_ctrl	T218
d84-cc-219-ctrl	d84.cc.219.ctrl	d84_cc_ctrl	84	cc	ctrl	withdraw	withdraw_ctrl	T219
d84-cc-220-ctrl	d84.cc.220.ctrl	d84_cc_ctrl	84	cc	ctrl	withdraw	withdraw_ctrl	T220
d84-cc-220-ctrl	d84.cc.220.ctrl	d84_cc_ctrl	84	cc	ctrl	withdraw	withdraw_ctrl	T221
d84-cc-222-sub	d84.cc.222.sub	d84_cc_sub	84	cc	sub	withdraw	withdraw_sub	T222
d84-cc-223-sub	d84.cc.223.sub	d84_cc_sub	84	cc	sub	withdraw	withdraw_sub	T223
d84-cc-224-sub	d84.cc.224.sub	d84_cc_sub	84	cc	sub	withdraw	withdraw_sub	T224
d84-cc-225-sub	d84.cc.225.sub	d84_cc_sub	84	cc	sub	withdraw	withdraw_sub	T225
d84-cc-226-sub	d84.cc.226.sub	d84_cc_sub	84	cc	sub	withdraw	withdraw_sub	T226
d84-cc-227-sub	d84.cc.227.sub	d84_cc_sub	84	cc	sub	withdraw	withdraw_sub	T227
d84-cc-228-sub	d84.cc.228.sub	d84_cc_sub	84	cc	sub	withdraw	withdraw_sub	T228
d84-cc-229-sub	d84.cc.229.sub	d84_cc_sub	84	cc	sub	withdraw	withdraw_sub	T229
d84-cc-230-sub	d84.cc.230.sub	d84_cc_sub	84	cc	sub	withdraw	withdraw_sub	T230
d84-cc-231-sub	d84.cc.231.sub	d84_cc_sub	84	cc	sub	withdraw	withdraw_sub	T231
d84-cc-231-sub	d84.cc.231.sub	d84_cc_sub	84	cc	sub	withdraw	withdraw_sub	T232
d84-cc-233-sub	d84.cc.233.sub	d84_cc_sub	84	cc	sub	withdraw	withdraw_sub	T233
d84-cc-234-sub	d84.cc.234.sub	d84_cc_sub	84	cc	sub	withdraw	withdraw_sub	T234
d84-cc-235-ther	d84.cc.235.ther	d84_cc_ther	84	cc	ther	withdraw	withdraw_ther	T235
d84-cc-236-ther	d84.cc.236.ther	d84_cc_ther	84	cc	ther	withdraw	withdraw_ther	T236
d84-cc-237-ther	d84.cc.237.ther	d84_cc_ther	84	cc	ther	withdraw	withdraw_ther	T237
d84-cc-238-ther	d84.cc.238.ther	d84_cc_ther	84	cc	ther	withdraw	withdraw_ther	T238
d84-cc-239-ther	d84.cc.239.ther	d84_cc_ther	84	cc	ther	withdraw	withdraw_ther	T239
d84-cc-240-ther	d84.cc.240.ther	d84_cc_ther	84	cc	ther	withdraw	withdraw_ther	T240
d84-cc-extra-10-ctrl	d84.cc.extra.10.ctrl	d84_cc_ctrl	84	cc	ctrl	withdraw	withdraw_ctrl	Tex10
d84-cc-extra-11-sub	d84.cc.extra.11.sub	d84_cc_sub	84	cc	sub	withdraw	withdraw_sub	Tex11
d84-cc-extra-4-ctrl	d84.cc.extra.4.ctrl	d84_cc_ctrl	84	cc	ctrl	withdraw	withdraw_ctrl	Tex4
d84-cc-extra-5-ctrl	d84.cc.extra.5.ctrl	d84_cc_ctrl	84	cc	ctrl	withdraw	withdraw_ctrl	Tex5
d84-cc-extra-6-ctrl	d84.cc.extra.6.ctrl	d84_cc_ctrl	84	cc	ctrl	withdraw	withdraw_ctrl	Tex6
d84-cc-extra-7-ctrl	d84.cc.extra.7.ctrl	d84_cc_ctrl	84	cc	ctrl	withdraw	withdraw_ctrl	Tex7
d84-cc-extra-8-ctrl	d84.cc.extra.8.ctrl	d84_cc_ctrl	84	cc	ctrl	withdraw	withdraw_ctrl	Tex8
d84-cc-extra-9-ctrl	d84.cc.extra.9.ctrl	d84_cc_ctrl	84	cc	ctrl	withdraw	withdraw_ctrl	Tex9
d84-ic-211-ctrl	d84.ic.211.ctrl	d84_ic_ctrl	84	ic	ctrl	withdraw	withdraw_ctrl	T211
d84-ic-212-ctrl	d84.ic.212.ctrl	d84_ic_ctrl	84	ic	ctrl	withdraw	withdraw_ctrl	T212
d84-ic-213-ctrl	d84.ic.213.ctrl	d84_ic_ctrl	84	ic	ctrl	withdraw	withdraw_ctrl	T213
d84-ic-214-ctrl	d84.ic.214.ctrl	d84_ic_ctrl	84	ic	ctrl	withdraw	withdraw_ctrl	T214
d84-ic-215-ctrl	d84.ic.215.ctrl	d84_ic_ctrl	84	ic	ctrl	withdraw	withdraw_ctrl	T215
d84-ic-216-ctrl	d84.ic.216.ctrl	d84_ic_ctrl	84	ic	ctrl	withdraw	withdraw_ctrl	T216
d84-ic-217-ctrl	d84.ic.217.ctrl	d84_ic_ctrl	84	ic	ctrl	withdraw	withdraw_ctrl	T217
d84-ic-218-ctrl	d84.ic.218.ctrl	d84_ic_ctrl	84	ic	ctrl	withdraw	withdraw_ctrl	T218
d84-ic-219-ctrl	d84.ic.219.ctrl	d84_ic_ctrl	84	ic	ctrl	withdraw	withdraw_ctrl	T219
d84-ic-220-ctrl	d84.ic.220.ctrl	d84_ic_ctrl	84	ic	ctrl	withdraw	withdraw_ctrl	T220
d84-ic-221-sub	d84.ic.221.sub	d84_ic_sub	84	ic	sub	withdraw	withdraw_sub	T221
d84-ic-222-sub	d84.ic.222.sub	d84_ic_sub	84	ic	sub	withdraw	withdraw_sub	T222
d84-ic-224-sub	d84.ic.224.sub	d84_ic_sub	84	ic	sub	withdraw	withdraw_sub	T224
d84-ic-225-sub	d84.ic.225.sub	d84_ic_sub	84	ic	sub	withdraw	withdraw_sub	T225
d84-ic-226-sub	d84.ic.226.sub	d84_ic_sub	84	ic	sub	withdraw	withdraw_sub	T226
d84-ic-227-sub	d84.ic.227.sub	d84_ic_sub	84	ic	sub	withdraw	withdraw_sub	T227
d84-ic-228-sub	d84.ic.228.sub	d84_ic_sub	84	ic	sub	withdraw	withdraw_sub	T228
d84-ic-229-sub	d84.ic.229.sub	d84_ic_sub	84	ic	sub	withdraw	withdraw_sub	T229
d84-ic-230-sub	d84.ic.230.sub	d84_ic_sub	84	ic	sub	withdraw	withdraw_sub	T230
d84-ic-231-sub	d84.ic.231.sub	d84_ic_sub	84	ic	sub	withdraw	withdraw_sub	T231
d84-ic-232-sub	d84.ic.232.sub	d84_ic_sub	84	ic	sub	withdraw	withdraw_sub	T232
d84-ic-233-sub	d84.ic.233.sub	d84_ic_sub	84	ic	sub	withdraw	withdraw_sub	T233
d84-ic-234-sub	d84.ic.234.sub	d84_ic_sub	84	ic	sub	withdraw	withdraw_sub	T234
d84-ic-235-ther	d84.ic.235.ther	d84_ic_ther	84	ic	ther	withdraw	withdraw_ther	T235
d84-ic-236-ther	d84.ic.236.ther	d84_ic_ther	84	ic	ther	withdraw	withdraw_ther	T236
d84-ic-237-ther	d84.ic.237.ther	d84_ic_ther	84	ic	ther	withdraw	withdraw_ther	T237
d84-ic-238-ther	d84.ic.238.ther	d84_ic_ther	84	ic	ther	withdraw	withdraw_ther	T238
d84-ic-239-ther	d84.ic.239.ther	d84_ic_ther	84	ic	ther	withdraw	withdraw_ther	T239
d84-ic-240-ther	d84.ic.240.ther	d84_ic_ther	84	ic	ther	withdraw	withdraw_ther	T240
d84-jc-211-ctrl	d84.jc.211.ctrl	d84_jc_ctrl	84	jc	ctrl	withdraw	withdraw_ctrl	T211
d84-jc-214-ctrl	d84.jc.214.ctrl	d84_jc_ctrl	84	jc	ctrl	withdraw	withdraw_ctrl	T214
d84-jc-222-sub	d84.jc.222.sub	d84_jc_sub	84	jc	sub	withdraw	withdraw_sub	T222
d84-jc-229-sub	d84.jc.229.sub	d84_jc_sub	84	jc	sub	withdraw	withdraw_sub	T229
d84-jc-233-sub	d84.jc.233.sub	d84_jc_sub	84	jc	sub	withdraw	withdraw_sub	T233
d84-jc-235-ther	d84.jc.235.ther	d84_jc_ther	84	jc	ther	withdraw	withdraw_ther	T235
d84-jc-236-ther	d84.jc.236.ther	d84_jc_ther	84	jc	ther	withdraw	withdraw_ther	T236
d84-jc-237-ther	d84.jc.237.ther	d84_jc_ther	84	jc	ther	withdraw	withdraw_ther	T237
d84-jc-240-ther	d84.jc.240.ther	d84_jc_ther	84	jc	ther	withdraw	withdraw_ther	T240
